Sr_No,Date,Startup_Name,IndustryVertical,SubVertical,City,Investors Name,Investment_Type,Amount_in_USD,Remarks
42,04-09-2019,Atomberg Technologies,Technology,Consumer Electronics & Home Appliances,Mumbai,A91 Partners,Series A,10000000,
43,04-09-2019,GOQii,Health and Wellness,Wearable Fitness Bands,Menlo Park,Bennett Coleman & Co. Ltd,Series C,450000000,
44,03-09-2019,Vyapar App,Financial Services,Mobile-based Accounting Software,Bengaluru,"India Quotient, Axilor Partners",Series A,5000000,
45,01-08-2019,CarDekho,E-Commerce,Automotive,Gurgaon,SC GG India Mobility Holdings LLC,Series C,20000000,nan
46,01-08-2019,Progcap,Financial Services,Supply Chain Management,New Delhi,Sequoia India,Series A,5000000,nan
47,01-08-2019,MyPetrolPump,Doorstep fuel delivery service,Fuel Delivery,Bengaluru,,Seed Round,1600000,nan
48,01-08-2019,Alteria Capital,Financial Services,VC Funds,Mumbai,"Azim Premji, Binny Bansal",Single Venture,140000000,nan
49,01-08-2019,Pine Labs,Information Technology,Last-mile retail transaction technology,Noida,Pine Labs Pte Ltd,Corporate Round,38080000,nan
50,12-08-2019,Meesho,E-Commerce,Social Commerce,Bengaluru,Naspers,Series D,125000000,nan
51,13-08-2019,Cars24,E-Commerce,Car Retail,Gurugram,MS Dhoni,Series D,11000000,nan
52,13-08-2019,Uniphore,Artificial Intelligence platform,Conversational AI,Palo Alto,March Capital,Series C,51000000,nan
53,23-08-2019,Zendrive,Automotive Services platform,Road Safety Analytics,San Francisco,XL Innovate,Series B,37000000,nan
54,23-08-2019,Lo! Foods,Consumer Goods,Low carb food for Diabetics,Bengaluru,"Rashmi Daga (founder- FreshMenu), Raveen Sastry (co-founder- Myntra) , Mitesh Shah (finance chief- BookMyShow)",Seed Round,500000,nan
55,23-08-2019,Tala,Financial Services,Digital Lending Platform,Santa Monica,RPS Ventures,Series D,110000000,nan
56,22-08-2019,INDwealth,FinTech,Wealth Management,Gurgaon,Tiger Global Management,Venture Round,15000000,nan
57,21-08-2019,HungerBox,Food & Beverages,B2B Foodtech,Bengaluru,One97 Communications Ltd.,Series C,6590000,nan
58,23-08-2019,AdmitKard,Ed-Tech,University Admissions,Noida,Growth DNA,Seed Round,1000000,nan
59,19-08-2019,Mishry Reviews,Services,Product Review,Gurgaon,Vir Sanghvi,Series A,,nan
60,19-08-2019,Grofers,E-Commerce,Grocery Delivery,Gurgaon,SoftBank Vision Fund,Series F,70000000,nan
61,27-08-2019,Rapido,Transportation,Bike Taxi,Bengaluru,Westbridge Capital,Series B,3900000000,nan
62,02-07-2019,RenewBuy,Financial Services,Auto Insurance,Gurgaon,"Lok Capital, IIFL Wealth Management",Series B,19000000,nan
63,02-07-2019,Atlan,Information Technology,Big Data,Singapore,Waterbridge Ventures,Pre-series A,2500000,nan
64,01-07-2019,WizCounsel,Technology,Consulting,New Delhi,Kapil Dev,Seed/Angel Round,145000,nan
65,03-07-2019,Ola Cabs,Transportation,Cabs,Kormangala,"DIG Investment Ab, Deshe Holdings, Samih Toukan , Hussam Khoury",Series J,1000000,nan
66,01-07-2019,Uniphore,Artificial Intelligence platform,Speech Recognition,Tharamani,March Capital,Series C,38080000,nan
67,04-07-2019,Daalchini Technologies,Food & Beverages,Digital Vending Machine,New Delhi,Artha Venture,Seed Round,500000,nan
68,10-07-2019,BYJU'S,Ed-Tech,Education,Bengaluru,Qatar Investment Authority,Private Equity Round,150000000,nan
69,11-07-2019,Moglix,E-Commerce,Industrial Tools and Equipments,Singapore,"Composite Capital Management, Sequoia India, Tiger Global Management",Series D,60000000,nan
70,10-07-2019,Ezyhaul,Technology,Logistics,Singapore,Undisclosed,Series B,16000000,nan
71,10-07-2019,Indus OS,Information Technology,Smartphone Operating System,Andheri,Ventureast,Series B,5750000,nan
72,10-07-2019,HealthAssure,Health and Wellness,Primary care medical network,Mumbai,Blume Ventures,Series A,2500000,nan
73,09-07-2019,House of Masaba,Fashion and Apparel,Clothes and Apparel,Mumbai,Binny Bansal,Series A,1000000,nan
74,08-07-2019,Board Infinity,Ed-Tech,Full-stack career platform,Chembur,Group of Angel investors (undisclosed),Seed/Angel Round,319605,nan
75,05-06-2019,NoBroker,E-Commerce,Real Estate,Bengaluru,General Atlantic,Series C,51000000,nan
76,04-06-2019,Bira91,Food & Beverages,Brewery,New Delhi,Anicut Capital,Debt Funding,10000000,nan
77,03-06-2019,FabHotels,E-Commerce,Hospitality,Gurgaon,"Goldman Sachs Group, Accel , Qualcomm Ventures",,4889975.54,nan
78,03-06-2019,Avail Finance,Financial Services,Financial Tech,Bengaluru,Matrix Partners India,Series A,9000000,nan
79,04-06-2019,BharatPe,FinTech,Financial Tech,New Delhi,Insight Partners,Series B,75000000,nan
80,04-06-2019,Recykal,Information Technology,Optimization,Hyderabad,"Triton Investment Advisors, Pidilite Industries director Ajay Parekh",Pre-series A,26000000,nan
81,03-06-2019,Agara Labs,Artificial Intelligence platform,Artificial Intelligence,Bengaluru,"Blume Ventures , RTP Global",Pre-series A,2500000,nan
82,06-06-2019,Sistema.bio,Agriculture,Hybrid Reactor Biodigestor,Nairobi,"Shell Foundation, DILA CAPITAL, Engie RDE Fund, EcoEnterprise Fund, EDFIMC (ElectriFI), Endeavor Catalyst Fund, CoCapital, Triodos Investment Management, Alpha Mundi, Lendahand",,2739034.68,nan
83,06-06-2019,Chakr Innovation,Energy,Renewable Energy,New Delhi,IAN Fund,Series A,26000000,nan
84,06-06-2019,Pratilipi,Digital Media Platform,E-Books,Bengaluru,Qiming Venture Partners,Series B,15109500,nan
85,10-06-2019,Bolo App,Digital Media Platform,Video Platform,Bengaluru,Nexus Venture Partners,Seed Round,430200,nan
86,10-06-2019,OkCredit,FinTech,Financial Services,Haryana,Tiger Global Management,Series A,15500000,nan
87,06-06-2019,Biz2Credit,Financial Services,Online Lending Platform,New York,Westbridge Capital,Series B,52000000,nan
88,08-06-2019,Vogo Automotive Pvt. Ltd.,Transportation,Dockless Scooter Rental Company,Karnataka,Alteria Capital,Debt Funding,3584000,nan
89,04-06-2019,Leegality,Information Technology,Digital Documentation,"Mumbai,Bengaluru",Mumbai Angels Network,Series A,3400000,nan
90,06-05-2019,Ola Electric,Transportation,Cabs,Bengaluru,Tata Sons,Series A,,nan
91,06-05-2019,Saahas Zero Waste,Waste Management Service,Optimization,Bengaluru,C4D Partners,Venture - Series Unknown,868600,nan
92,05-05-2019,StyleDotMe,E-Commerce,Fashion and Shopping,New Delhi,"Indian Angel Network (IAN), Innov8 founder Ritesh Malik, Josh Talks founders Supriya Paul , Shobha Banga, former Hero Corporate president Rohit Chanana",Bridge Round,,nan
93,01-05-2019,BlackBuck,Logistics Services Provider,Logistics,Bengaluru,"Goldman Sachs Group , Silicon Valley-based Accel, Wellington Management, Sequoia India, B Capital, LightStreet,s Capital , International Finance Corporation (IFC)",Series D,150000000,nan
94,02-05-2019,Zenoti,SaaS platform,Beauty and Wellness Platform,Hyderabad,Tiger Global Management,Series C,50000000,nan
95,28-05-2019,Ather Energy,Automotive,Electric Vehicle,Bengaluru,Sachin Bansal,Series C,51000000,nan
96,28-05-2019,FreshVnF,Logistics Services Provider,Fresh Agriculture Produces,Mumbai,Equanimity Ventures,Seed Round,140000000,nan
97,30-05-2019,Glowroad,E-Commerce,Retail,Bengaluru,"Korea Investment Partners (KIP), Vertex Ventures",Series B,11500000,nan
98,31-05-2019,Bira91,Food & Beverages,Brewery,New Delhi,Sixth Sense Ventures,Series B,5600000,nan
99,16-04-2019,Kuvera,Financial Services,Wealth Management,Bengaluru,Eight Roads Ventures India,Series A,45000000,nan
100,12-04-2019,Medlife,E-Commerce,Online Medicine,Bengaluru,Prasid Uno Family Trust,Private Equity Round,17000000,nan
101,10-04-2019,Kabadiwala,E-Commerce,Waste Management,Bhopal,"Unilever Ventures, Beehive Capital Advisor, ABCOM Investments, Parekh Marine Transport",Private Equity Round,430665,nan
102,13-04-2019,Tripoto,Consumer Internet,Travel,New Delhi,"Orchid India, Hornbill Orchid India Fund, Chiratae Ventures, 3One4 Capital, Lasmer NV",Series B,3591375,nan
103,12-04-2019,Azah,Consumer Goods,Organic wellness,Gurugram,Group of Angel investors (undisclosed),Seed Round,200000,nan
104,11-04-2019,Setu,Financial Services,Banking,Bengaluru,Lightspeed Venture Partners India,Seed Round,3500000,nan
105,10-04-2019,Toppr,Ed-Tech,E-learning,Mumbai,Milestone,Debt and Preference capital,6320820,nan
106,10-04-2019,Craftsvilla,Beauty & Lifestyle platform,Fashion and Apparel,Mumbai,Supera Pte Ltd,Inhouse Funding,2443495,nan
107,10-04-2019,Unacademy,Ed-Tech,E-learning,Bengaluru,Kalyan Krishnamurthy,Seed/Angel Round,307000,nan
108,11-04-2019,CleverTap,SaaS platform,Mobile analytics and marketing,Mumbai,"Sequoia India, Tiger Global Management, Accel",Series B,26000000,nan
109,19-04-2019,My Healthcare,Health and Wellness,Software Solutions,"Bengaluru, Gurugram",Sixth Sense Ventures,Series A,3000000,nan
110,19-04-2019,KrazyBee,Financial Services,Lending Platform,Bengaluru,"BAC Acquisitions, Unifi AIF, BRD Securities, Northern R Capital",Debt Funding,14342000,nan
111,17-04-2019,Shuttl,Transportation,Bus Aggregation,Gurugram,New Atlantic Ventures,Venture Round,5000000,nan
112,17-04-2019,Increff,Technology,Supply-chain technology solutions,Bengaluru,"021 Capita, Binny Bansal",Series A,3000000,nan
113,01-02-2019,FleetX,Artificial Intelligence platform,Logistics,Gurgaon,"India Quotient , LetsVenture",Pre-series A,,nan
114,08-02-2019,Zilingo,E-Commerce,Fashion & Apparel,India/Singapore,"Sequoia India, Temasek Holdings, EDBI, Burda Principal Investments, Sofina",Series D,226000000,nan
115,13-02-2019,NanoClean Global,Nanotechnology,Anti-Pollution,New Delhi,"LetsVenture, PitchRight Venture, 91springboard, AL Nour International Holdings , Mark V Investments",Series A,600000,nan
116,14-02-2018,Oyo,Hospitality,Budget Rooms,Gurgaon,DiDi Chuxing,Equity Based Funding,100000000,nan
117,03-01-2019,CarDekho,E-Commerce,Online Marketplace,Jaipur,"Sequoia India, Hillhouse Capital, Alphabet's growth investment arm Capital G , Axis Bank",Series C,110000000,nan
118,04-01-2019,Vyome Therapeutics Inc.,Health and Wellness,Specialty pharmaceutical,India/US,"Iron Pillar, Perceptive Advisors, Romulus Capital , Kalaari Capital",Series D,22000000,nan
119,04-01-2019,Samunnati Financial Intermediation & Services Pvt. Ltd,Financial Services,Non-banking financial company,Chennai,MASSIF- a Dutch government fund,Debt Funding,5000000,nan
120,04-12-2018,Manch,Information Technology,Hyperlocal Content,New Delhi,Stellaris Venture Partners,Seed Round,700000,nan
121,01-12-2018,UrbanClap,Consumer Services,Home services marketplace,New Delhi,"Steadview Capital , Vy Capital",Series D,50000000,nan
122,02-12-2018,Guiddoo,Information Technology,Platform for travel agents,Mumbai,Individual investors,Pre-series A,800000,nan
123,02-12-2018,Career Anna,Ed-Tech,Video-based certification & trainings,Gurugram,Individual investors,Pre-series A,572000,nan
124,04-12-2018,Nagpur Wholesale,Online Marketplace,E-Commerce,Nagpur,Omphalos Ventures India LLP,Seed Round,143000,nan
125,06-12-2018,ShopKirana,E-Commerce,E-Commerce,Indore,"Info Edge (India) Ltd, AET Fund, Akatsuki , Incubate Fund from Japan , Better Capital AngelList syndicate",Seed Round,2000000,nan
126,06-12-2018,BuildSupply,E-Commerce,Real Estate & ERP,Gurugram,"Venture Highway, GREE Ventures, Space Matrix, Individual investors",Series A,3500000,nan
127,01-11-2018,GoDesi,Food & Beverages,Regional Flavours,Bengaluru,Lead Angel Network,Seed/Angel Round,138995,nan
128,03-11-2018,Veritas Finance Ltd.,Financial Services,MSME Finance,Chennai,"Norwest Venture Partners, CDC Group, the UK's Development Finance Institution , P Surendra Pai",Series D,27799000,nan
129,06-11-2018,Meesho,E-Commerce,Social Commerce,Bengaluru,"Shunwei Capital, DST Partners , RPS Ventures",Series C,50000000,nan
130,08-11-2018,Mobile Premier League,Gaming,Mobile e-Sports,Bengaluru,Undisclosed,Series A,500000,nan
131,08-11-2018,A&R Bon Vivants,Food & Beverages,Meat Retail Chain,Jaipur,RB Investments Singapore,Equity Based Funding,1000000,nan
132,12-11-2018,BlackBuck,Logistics Services Provider,POS For Online Ordering,Bengaluru,Tiger Global Management,Series A,1000000,nan
133,12-11-2018,Milkbasket,Daily micro-delivery service,Micro-delivery grocery service,New Delhi,Mayfield India II Management Ltd,Series B,1300000,nan
134,13-11-2018,DriveU,Automotive Services platform,On-Demand Drivers,Bengaluru,Stevens Creek Ventures,Mezzanine,1000000,nan
135,14-11-2018,CleanseCar,Automotive Services platform,Car Wash,Bengaluru,Venture Catalysts,Seed/Angel Round,500000,nan
136,19-11-2018,Automation Anywhere,Artificial Intelligence platform,Robotics,California,SoftBank Vision Fund,Series B,300000000,nan
137,20-11-2018,HealthifyMe,Health and Wellness,Wellness Coach,Bengaluru,"Sistema Asia Fund, VC Samsung NEXT, Chiratae Ventures, Inventus Capital Partners, Blume Ventures , InnoVen Capital India",Series B (Extension),6000000,nan
138,21-11-2018,Genius Corner,Consumer Services,Personalized Learning,Noida,Individual investors,Seed Round,278000,nan
139,22-11-2018,Aavishkaar-Intellecap Group,Financial Services,SME Funding,Mumbai,"Teachers Insurance , Annuity Association (TIAA)",Equity Based Funding,31000000,nan
140,22-11-2018,Skillbox,Ed-Tech,Art,Gurugram,Individual investors,Seed Round,,nan
141,23-11-2018,Signzy,Artificial Intelligence platform,Digital Onboarding Solution,"Mumbai,Bengaluru","Stellaris Venture Partners , Kalaari Capital, Rajan An, Dilip Khandelwal, Amrish Rau",Series A,3400000,nan
142,24-11-2018,Engineer.ai,Artificial Intelligence platform,AI Platform,India/US,"Lakestar , Jungle Ventures, SoftBank's DeepCore",Series A,29500000,nan
143,25-11-2018,InCred Finance,Financial Services,SME Lending,India,"Paragon Partners, Individual investors",Private Equity Round,42000000,nan
144,25-11-2018,Roposo,Social Media,Video Sharing,New Delhi,Bertelsmann India Investments,Series B,1700000,nan
145,01-10-2018,Northmist,E-Commerce,Mens Wear,New Delhi,Prashant Jaiswal,Seed/Angel Round,,nan
146,02-10-2018,Origo Commodities India Pvt. Ltd,FinTech,Supply Chain,Hyderabad,"Cooperative Oikocredit, Caspian , Hivos-Triodos Fund",Seed/Angel Round,11000000,nan
147,04-10-2018,Grover Zampa,Food & Beverages,Wine,Mumbai,Ravi Viswanathan,Private Equity Round,8200000,nan
148,05-10-2018,Droom,E-Commerce,New and Used Cars Platform,Gurgaon,ZigExN,Series E,3000000,nan
149,11-10-2018,Innov8,Real Estate,Co-Working,New Delhi,Credence Family Office,Pre-series A,4000000,nan
150,12-10-2018,BlackBuck,Logistics Services Provider,Largest Trucking Platform,Bengaluru,Sequoia India,Private Funding,14680000,nan
151,12-10-2018,LetsTransport,Logistics Services Provider,Book Trucks Online,Bengaluru,Fosun International,Series C,12000000,nan
152,01-09-2018,Netmeds.com,Health and Wellness,Online Pharmacy Chain,Chennai,"Sistema Asia Fund, Sistema JSFC , Tanncam Investment",Private Equity Round,35000000,nan
153,03-09-2018,Udaan,E-Commerce,Logistics and Shipping,Bengaluru,"DST Global , Lightspeed Venture Partners India",Private Equity Round,225000000,nan
154,03-09-2018,Dailyhunt,Social News,News and ebooks Mobile App,Bengaluru,Falcon Edge Capital,Private Equity Round,6390000,nan
155,04-09-2018,3HCare,Health and Wellness,Healthcare Service Provider,New Delhi,N/A,Seed/Angel Round,1000000,nan
156,04-09-2018,HappyGoEasy,TourismTravel,Online Travel Agecy,Gurugram,"Korea Investment Partners (KIP), Samsung , China-based CITIC Capital",Private Equity Round,,nan
157,05-09-2018,Nykaa,E-Commerce,Online Marketplace For Multi-brand Beauty Cosmetic and Wellness Products,Mumbai,Lighthouse Funds,Private Equity Round,157200000,nan
158,05-09-2018,Mad Street Den,Artificial Intelligence platform,Computer Vision And Artificial Intelligence (Ai) Platform,Chennai,KDDI,Private Equity Round,,nan
159,06-09-2018,Dream11,Fantasy sports,Online Gaming Platform,Mumbai,"Tencent, Kalaari Capital , Private equity firm Multiples Alternate Asset Management",Private Equity Round,100000000,nan
160,10-09-2018,MamaEarth,E-Commerce,Online Marketplace For Mother and Babycare Products,Gurugram,Stellaris Venture Partners,Private Equity Round,4000000,nan
161,11-09-2018,AutoGrid,Technology,AI-Based Energy Optimisation and Control Provider,Bengaluru,"CLP Holdings Group, Innogy, rstead, Tenaska",Private Equity Round,32000000,nan
162,11-09-2018,PharmEasy,Health and Wellness,Online Marketplace For Pharmaceutical Products,Mumbai,InnoVen Capital India,Debt Funding,5500000,nan
163,11-09-2018,Upwards,Financial Services,Online Micro Lending Marketplace,Mumbai,"Shunwei Capital,Quotient, Mayfield India II Management Ltd",Private Equity Round,5000000,nan
164,12-09-2018,Kissht,Financial Services,Online lending Platform,Mumbai,"Vertex Ventures Southeast Asia (SEA) India , Sistema Asia Fund, Fosun RZ Capital, Ventureast, Endiya Partners",Private Equity Round,30000000,nan
165,01-08-2018,dishq,Health and Wellness,Personalisation Technology Firm Focusing On The Food And Beverage Industry,Bengaluru,"Farm To Fork, Arts Alliance, The Syndicate Fund, Sven Hensen, Zeroth , Artesian Venture Partners",Seed/Angel Round,400000,nan
166,01-08-2018,HealthFin,Health and Wellness,Patient Financing Platform,Pune," Axilor Partners, Sprout Venture Partners",Seed/Angel Round,,nan
167,02-08-2018,Samosa Labs,Technology,Social Media and Chat Entertainment Platform,Hyderabad,"Xiaomi , Sequoia India",Private Equity Round,7000000,nan
168,03-08-2018,ZiffyHomes,Real Estate,Online Home Rental Marketplace,Gurugram,Y Combinator,Private Equity Round,120000,nan
169,07-08-2018,My OmNamo,E-Commerce,Holy Platform Offering Customised Puja Packages To Individuals and Corporates,Mumbai,N/A,Seed/Angel Round,1000000,nan
170,07-08-2018,ShopX,E-Commerce,Assisted E-commerce Platform,Bengaluru,Fung Strategic Holdings,Private Equity Round,35000000,nan
171,07-08-2018,MakeMyTrip,TourismTravel,Online Travel Aggregator,Gurugram,MakeMyTrip,Private Equity Round,10000000,nan
172,08-08-2018,Hansel.io,E-Commerce,Real-time Mobile App Management,Bengaluru,Vertex Ventures,Seed/Angel Round,4000000,nan
173,08-08-2018,Metro Bikes,Transportation,Online Bike Rental Marketplace,Bengaluru,"Sequoia India, Accel, G Raghun",Private Equity Round,12200000,nan
174,08-08-2018,PhonePe,FinTech,UPI Payments App,Bengaluru,Flipkart,Private Equity Round,66000000,nan
175,09-08-2018,quizizz,Ed-Tech,e-learning Platform,Bengaluru,"Nexus Venture Partners, Prime Venture Partners",Seed/Angel Round,3000000,nan
176,09-08-2018,Happy EMI,Financial Services,Consumer Financing Platform,Bengaluru,"AJ Ventures , Jain International Trade Organisation (JITO)",Seed/Angel Round,1000000,nan
177,13-08-2018,Inthree,E-Commerce,Rural E-commerce Platform,Chennai,"Ventureast, Orios Venture Partners ,IAN Fund",Seed/Angel Round,4000000,nan
178,13-08-2018,Observe AI,Technology,AI Based Solutions Platform,Bengaluru,"Nexus Venture Partners, MGV, Liquid 2 Ventures, Hack VC, Emergent Ventures India, Y Combinator",Private Equity Round,8000000,nan
179,16-08-2018,Enakshi,Technology,AI Based Solutions Platform,Ahmedabad,N/A,Seed/Angel Round,114811,nan
180,17-08-2018,EazyDiner,Consumer Services,Online Restaurant Table Reservation Platform,Gurugram,"Denlow Investment Trust , BEENEXT",Private Equity Round,5850000,nan
181,20-08-2018,Finzy,Financial Services,Online Loan Matchmaking Platform,Bengaluru,N/A,Seed/Angel Round,1000000,nan
182,20-08-2018,Raw Pressery,Food & Beverages,Online Organic Juice Delivery Service,Mumbai,Alteria Capital,Debt Funding,4800000,nan
183,22-08-2018,pi Ventures,Financial Services,Applied Artificial Intelligence and IoT focused Platform,Bengaluru,CDC Group,Private Equity Round,6000000,nan
184,22-08-2018,Revv,Ed-Tech,Online Indian Car Rental Platform,Gurugram,"Hyundai, Edelweiss Financial Services , BEENEXT, Dream Incubator, Sunjay Kapoor , Telama Investment",Private Equity Round,14270000,nan
185,26-08-2018,ZestMoney,Financial Services,Online Lending Platform,Bengaluru,"Xiaomi,PayU, Ribbit Capital , Omidyar Network",Private Equity Round,13400000,nan
186,26-08-2018,Shubh Loans,FinTech,Customer Sourcing Platform,Bengaluru,"Saama Capital, SRI Capital, BEENEXT, Pravega Ventures",Private Equity Round,4200000,nan
187,27-08-2018,MyUpchar,Health and Wellness,Local Language Health Content App,New Delhi,"Nexus Venture Partners, Omidyar Network , Shunwei Capital",Private Equity Round,5000000,nan
188,28-08-2018,Narvar,E-Commerce,Post-Purchase Customer Engagement Platform,Bengaluru,Accel,Private Equity Round,3000000,nan
189,30-08-2018,True North,Financial Services,Private Equity Round Firm,Mumbai,N/A,Private Equity Round,600000000,nan
190,01-07-2018,Leena AI,Technology,HR Virtual Agent For Employees,Gurugram,Y Combinator,Seed/Angel Round,,nan
191,02-07-2018,Biryani By Kilo,Food & Beverages,Online Food Delivery,Gurugram,"Ajay Relan , Vinay Mittal",Seed/Angel Round,1000000,nan
192,04-07-2018,Anchanto,E-Commerce,E-commerce Fulfilment Platform,Pune,MDI Ventures & Telkom Indonesia,Private Equity Round,4000000,nan
193,05-07-2018,Loan Tap,Consumer Internet,Online Lending Platform For Salaried Professionals,Mumbai,"Shunwei Capital, Tuscan Ventures, Ashish Goenka, VC firm India Quotient , Kae Capital",Private Equity Round,6250000,nan
194,06-07-2018,Policybazaar,Consumer Internet,Online Insurance Selling Platform,Gurugram,"Info Edge (India) Ltd , Temasek Holdings",Private Equity Round,27700000,nan
195,09-07-2018,zippserv,Consumer Internet,Online Platform For Risk-Assessment Services For Real Estate Investments,Bengaluru,Info Edge (India) Ltd,Seed/Angel Round,440000,nan
196,09-07-2018,Groww,Consumer Internet,Online Platform That Sells Direct Plans Of Mutual Funds,Bengaluru,"Insignia Ventures Partners, Lightbridge Partners, Kairos",Seed/Angel Round,1100000,nan
197,10-07-2018,Avenue Growth,Consumer Internet,Online Platform That Connects Brands With Freelance Sales Professionals,Gurugram,"Avtar Monga- chief operating office at IDFC Bank, Aditya Malik",Seed/Angel Round,437000,nan
198,10-07-2018,iNICU,Healthcare,MEd-Tech Platform Providing Care For Newborns,New Delhi,Venture Catalysts,Seed/Angel Round,,nan
199,10-07-2018,Kinara Capital,Finance,Lending Platform For Micro and Small Enterprises,Bengaluru,responsAbility,Private Equity Round,5000000,nan
200,10-07-2018,Shop 101,Consumer Internet,Mobile Storefront And Commerce Platform For Sellers,Mumbai,"Stellaris Venture Partners, Vy Capital, Raghunandan Gangappa, Ramakant Sharma",Private Equity Round,5000000,nan
201,11-07-2018,Sambandh,Consumer Internet,Online Micro Lending Platform,Rourkela,Base of Pyramid Asia (BOPA) Pte Ltd,Private Equity Round,2500000,nan
202,12-07-2018,19th mile,IT,Artificial intelligence-based sales acceleration software platform,Gurugram,"Rishi Vasudev, Excelsior Investments, Ritesh Vohra, Praveer Kumar, Prashant Gupta",Seed/Angel Round,180000,nan
203,12-07-2018,5th Vital,Healthcare,Home diagnostics services provider,Bengaluru,Brand Capital,Seed/Angel Round,500000,nan
204,13-07-2018,MEngage,Healthcare,A Doctor-Patient Engagement Platform,Jaipur,"Siddharth Agarwal, Mahavir Sharma, Amit Singal, 100 Co-founders Lab",Seed/Angel Round,175000,nan
205,17-07-2018,Ofbusiness,Finance,Online Lending Platform For SME,Gurugram,"Creation Investments Capital Management, Falcon Edge Capital, Matrix Partners India , Zodius Capital",Private Equity Round,29000000,nan
206,17-07-2018,Cars24,E-Commerce,Used Vehicle Marketplace,Gurugram,"Kingsway FCI Fund, KCK Global",Private Equity Round,49700000,nan
207,18-07-2018,The Ken,Consumer Internet,Subscription-Only News Website,Bengaluru,Omidyar Network,Seed/Angel Round,1500000,nan
208,19-07-2018,Book My Show,Consumer Internet,Online Ticketing Platform,Mumbai,"TPG Growth, The Rise Fund",Private Equity Round,100000000,nan
209,20-07-2018,HousingMan,Consumer Internet,Property Discovery Platform,Bengaluru,N/A,Seed/Angel Round,1500000,nan
210,21-07-2018,PaySense,Consumer Internet,Online Consumer Lending Platform,Mumbai,PayU,Private Equity Round,18000000,nan
211,23-07-2018,Yulu Bikes,Technology,Bicycle-Sharing Platform,Bengaluru,N/A,Seed/Angel Round,,nan
212,23-07-2018,VTION,Technology,Media Analytics,Gurugram,"AngelList, Rahul Khanna, Rajeev Arora , Ram Ramsundar",Seed/Angel Round,280000,nan
213,23-07-2018,Log 9 Materials,Technology,Nanotechnology Company Specializing In Graphene,Bengaluru,"Metaform Ventures, Hemant Luthra, Micro venture capital firm, GEMS Advisory",Seed/Angel Round,436000,nan
214,24-07-2018,kidovators,Ed-Tech,Skill Learning Platform,Bengaluru,Gray Matters Capital,Seed/Angel Round,180000,nan
215,24-07-2018,Digit,Consumer Internet,Online Insurance Startup,Pune,Fairfax Holdings,Private Equity Round,45000000,nan
216,25-07-2018,Black Soil,Finance,Non-Banking Financial Company,Mumbai,"Allcargo Logistics, Navneet Education , Mahavir Agency",Private Equity Round,17000000,nan
217,25-07-2018,Trell,Media & Entertainment,Mobile-First Video Blogging App,Bengaluru,"BEENEXT , WEH Ventures , Sprout Venture Partners",Seed/Angel Round,1250000,nan
218,25-07-2018,Iqlect,Technology,Data Analytics Firm,Bengaluru,"Ventureast , Exfinity Venture Partners",Seed/Angel Round,2500000,nan
219,26-07-2018,Entropik,IT,Software-As-A-Service Platform,Bengaluru,"Bharat Innovation, IDFC-Parampara Fund, Arthavida Ventures, Jitendra Gupta",Seed/Angel Round,1100000,nan
220,26-07-2018,Bitla Software,Technology,Travel-Focused Tech Startup,Bengaluru,MakeMyTrip,Private Equity Round,,nan
221,26-07-2018,TheCapitalNet,Financial Tech,Unified Global Investments Ecosystem,Hyderabad,Lindwall Family Investments LLC (LFI),Private Equity Round,500000,nan
222,30-07-2018,Shuttl,Transportation,Bus Aggregation Platform,Gurugram,"Amazon Alexa Fund, Dentsu Ventures",Private Equity Round,11000000,nan
223,30-07-2018,Curefit,Consumer Internet,Health and fitness Platform,Bengaluru,"IDG Ventures India, Accel, Kalaari Capital",Private Equity Round,120000000,nan
224,31-07-2018,Five Star Group,Financial Tech,Non-Bank Lending Platform For SME,Chennai,"TPG, Norwest Venture Partners, Sequoia India, Matrix Partners India",Private Equity Round,100000000,nan
225,31-07-2018,Healthsignz,Healthcare,Health and Well being Platform,Hyderabad,Kantilal Patel,Seed/Angel Round,5000000,nan
226,01-06-2018,CoinTribe,Finance,Credit-Based Lending Marketplace For Small And Medium Enterprises,Gurugram,"Sabre Partners, Puneet Dalmia",Private Equity Round,10000000,nan
227,04-06-2018,Digiconectt,Technology,Sales Analytics and Enablement Platform,Bengaluru,Aspire Logistics LLC,Seed/Angel Round,125000,nan
228,04-06-2018,Kashmir Box,E-Commerce,Online Marketplace For Handicrafts & Handlooms And Local Produce,Srinagar,"Bhairavi Jani, Alok Divatia, Namrata Kaul, Sohail Hashemi, Aijaz Saleem",Seed/Angel Round,,nan
229,05-06-2018,Crowdera,Finance,Online Crowdfunding Platform,Nagpur,"Anil Advani, Pramod Jain, Amrendra Reddy , Manish Satnaliwala",Seed/Angel Round,,nan
230,05-06-2018,Zoctr,Healthcare,Online Healthcare Aggregator,Mumbai,NB Ventures,Seed/Angel Round,,nan
231,07-06-2018,Annapurna Finance,Finance,Non-Banking Financial Company,Bhubaneswar,Oman India Joint Investment Fund (OIJIF),Private Equity Round,23000000,nan
232,07-06-2018,Meesho,E-Commerce,Online Marketplace For Resellers,Bengaluru,"Sequoia India, SAIF Partners, Y Combinator , Venture Highway",Private Equity Round,11500000,nan
233,10-06-2018,Aye Finance,Financial Services,Online Lending Platform,Gurugram,"CapitalG, SAIF Partners , LGT Group",Private Equity Round,21500000,nan
